Day-Ahead or Real-Time,timestamp,price
Real-Time Daily Average Prices,7/5/2025 11:00,3.5
Real-Time Daily Average Prices,7/5/2025 12:00,4.4
Real-Time Daily Average Prices,7/5/2025 13:00,4.4
Real-Time Daily Average Prices,7/5/2025 14:00,4.4
Real-Time Daily Average Prices,7/5/2025 15:00,4.6
Real-Time Daily Average Prices,7/5/2025 16:00,5.5
Real-Time Daily Average Prices,7/5/2025 17:00,4.9
Real-Time Daily Average Prices,7/5/2025 18:00,5.6
Real-Time Daily Average Prices,7/5/2025 19:00,13.7
Real-Time Daily Average Prices,7/5/2025 20:00,8.3
Real-Time Daily Average Prices,7/5/2025 21:00,4.1
Real-Time Daily Average Prices,7/5/2025 22:00,3.8
Real-Time Daily Average Prices,7/5/2025 23:00,3.2
Real-Time Daily Average Prices,7/4/2025 0:00,3.2
Real-Time Daily Average Prices,7/4/2025 1:00,2.6
Real-Time Daily Average Prices,7/4/2025 2:00,2.2
Real-Time Daily Average Prices,7/4/2025 3:00,2
Real-Time Daily Average Prices,7/4/2025 4:00,2.1
Real-Time Daily Average Prices,7/4/2025 5:00,2.1
Real-Time Daily Average Prices,7/4/2025 6:00,1.9
Real-Time Daily Average Prices,7/4/2025 7:00,1.7
Real-Time Daily Average Prices,7/4/2025 8:00,1.8
Real-Time Daily Average Prices,7/4/2025 9:00,2
Real-Time Daily Average Prices,7/4/2025 10:00,2.1
Real-Time Daily Average Prices,7/4/2025 11:00,2.6
Real-Time Daily Average Prices,7/4/2025 12:00,2.9
Real-Time Daily Average Prices,7/4/2025 13:00,3.5
Real-Time Daily Average Prices,7/4/2025 14:00,3.6
Real-Time Daily Average Prices,7/4/2025 15:00,3.8
Real-Time Daily Average Prices,7/4/2025 16:00,3.6
Real-Time Daily Average Prices,7/4/2025 17:00,4
Real-Time Daily Average Prices,7/4/2025 18:00,4.7
Real-Time Daily Average Prices,7/4/2025 19:00,5.1
Real-Time Daily Average Prices,7/4/2025 20:00,4.1
Real-Time Daily Average Prices,7/4/2025 21:00,3.1
Real-Time Daily Average Prices,7/4/2025 22:00,3.1
Real-Time Daily Average Prices,7/4/2025 23:00,3.1
Real-Time Daily Average Prices,7/3/2025 0:00,3
Real-Time Daily Average Prices,7/3/2025 1:00,3.1
Real-Time Daily Average Prices,7/3/2025 2:00,2.4
Real-Time Daily Average Prices,7/3/2025 3:00,2.5
Real-Time Daily Average Prices,7/3/2025 4:00,2.4
Real-Time Daily Average Prices,7/3/2025 5:00,2.7
Real-Time Daily Average Prices,7/3/2025 6:00,2.9
Real-Time Daily Average Prices,7/3/2025 7:00,2.8
Real-Time Daily Average Prices,7/3/2025 8:00,2.8
Real-Time Daily Average Prices,7/3/2025 9:00,4.1
Real-Time Daily Average Prices,7/3/2025 10:00,4.5
Real-Time Daily Average Prices,7/3/2025 11:00,4
Real-Time Daily Average Prices,7/3/2025 12:00,14.7
Real-Time Daily Average Prices,7/3/2025 13:00,5.2
Real-Time Daily Average Prices,7/3/2025 14:00,5.7
Real-Time Daily Average Prices,7/3/2025 15:00,5.9
Real-Time Daily Average Prices,7/3/2025 16:00,5.6
Real-Time Daily Average Prices,7/3/2025 17:00,6.1
Real-Time Daily Average Prices,7/3/2025 18:00,6.4
Real-Time Daily Average Prices,7/3/2025 19:00,7.5
Real-Time Daily Average Prices,7/3/2025 20:00,6.6
Real-Time Daily Average Prices,7/3/2025 21:00,4.5
Real-Time Daily Average Prices,7/3/2025 22:00,4.7
Real-Time Daily Average Prices,7/3/2025 23:00,3.3
Real-Time Daily Average Prices,7/2/2025 0:00,3.8
Real-Time Daily Average Prices,7/2/2025 1:00,3.1
Real-Time Daily Average Prices,7/2/2025 2:00,2.6
Real-Time Daily Average Prices,7/2/2025 3:00,2.4
Real-Time Daily Average Prices,7/2/2025 4:00,2.5
Real-Time Daily Average Prices,7/2/2025 5:00,2.9
Real-Time Daily Average Prices,7/2/2025 6:00,3.2
Real-Time Daily Average Prices,7/2/2025 7:00,3.1
Real-Time Daily Average Prices,7/2/2025 8:00,2.7
Real-Time Daily Average Prices,7/2/2025 9:00,3.4
Real-Time Daily Average Prices,7/2/2025 10:00,3.8
Real-Time Daily Average Prices,7/2/2025 11:00,3.6
Real-Time Daily Average Prices,7/2/2025 12:00,4.4
Real-Time Daily Average Prices,7/2/2025 13:00,5.4
Real-Time Daily Average Prices,7/2/2025 14:00,4.7
Real-Time Daily Average Prices,7/2/2025 15:00,5.1
Real-Time Daily Average Prices,7/2/2025 16:00,7
Real-Time Daily Average Prices,7/2/2025 17:00,7.5
Real-Time Daily Average Prices,7/2/2025 18:00,10.2
Real-Time Daily Average Prices,7/2/2025 19:00,13.8
Real-Time Daily Average Prices,7/2/2025 20:00,11.2
Real-Time Daily Average Prices,7/2/2025 21:00,7.3
Real-Time Daily Average Prices,7/2/2025 22:00,8
Real-Time Daily Average Prices,7/2/2025 23:00,3.7
Real-Time Daily Average Prices,6/30/2025 0:00,4.2
Real-Time Daily Average Prices,6/30/2025 1:00,3.6
Real-Time Daily Average Prices,6/30/2025 2:00,2.8
Real-Time Daily Average Prices,6/30/2025 3:00,2.7
Real-Time Daily Average Prices,6/30/2025 4:00,2.8
Real-Time Daily Average Prices,6/30/2025 5:00,3.4
Real-Time Daily Average Prices,6/30/2025 6:00,4
Real-Time Daily Average Prices,6/30/2025 7:00,3.6
Real-Time Daily Average Prices,6/30/2025 8:00,3.7
Real-Time Daily Average Prices,6/30/2025 9:00,5.6
Real-Time Daily Average Prices,6/30/2025 10:00,6.5
Real-Time Daily Average Prices,6/30/2025 11:00,6.5
Real-Time Daily Average Prices,6/30/2025 12:00,29.1
Real-Time Daily Average Prices,6/30/2025 13:00,4.5
Real-Time Daily Average Prices,6/30/2025 14:00,5.7
Real-Time Daily Average Prices,6/30/2025 15:00,11.8
Real-Time Daily Average Prices,6/30/2025 16:00,9.5
Real-Time Daily Average Prices,6/30/2025 17:00,6.3
Real-Time Daily Average Prices,6/30/2025 18:00,7.6
Real-Time Daily Average Prices,6/30/2025 19:00,8.6
Real-Time Daily Average Prices,6/30/2025 20:00,11.1
Real-Time Daily Average Prices,6/30/2025 21:00,8.5
Real-Time Daily Average Prices,6/30/2025 22:00,6.8
Real-Time Daily Average Prices,6/30/2025 23:00,12.4
